smiles, logK
[Tm+3].CCC(C)(O)C(O)=O, 3.37
[Yb+3].CCC(C)(O)C(O)=O, 3.43
[Eu+3].CCCC(O)C(O)=O, 2.43
[Tb+3].CCCC(O)C(O)=O, 2.53
[Dy+3].CCCC(O)C(O)=O, 2.63
[Er+3].CCCC(O)C(O)=O, 2.68
[Gd+3].CCCC(O)C(O)=O, 2.45
[Ho+3].CCCC(O)C(O)=O, 2.64
[Lu+3].CCCC(O)C(O)=O, 2.76
[Nd+3].CCCC(O)C(O)=O, 2.31
[Pr+3].CCCC(O)C(O)=O, 2.24
[Sm+3].CCCC(O)C(O)=O, 2.4
[Yb+3].CCCC(O)C(O)=O, 2.76
[Ce+3].COC(=O)C(C)(O)CO, 2.81
[Eu+3].COC(=O)C(C)(O)CO, 3.13
[Tb+3].COC(=O)C(C)(O)CO, 3.04
[Dy+3].COC(=O)C(C)(O)CO, 3
[Er+3].COC(=O)C(C)(O)CO, 3.11
[Gd+3].COC(=O)C(C)(O)CO, 3.08
[Ho+3].COC(=O)C(C)(O)CO, 3.03
[Lu+3].COC(=O)C(C)(O)CO, 3.25
[Nd+3].COC(=O)C(C)(O)CO, 3.03
[Pr+3].COC(=O)C(C)(O)CO, 2.96
[Sm+3].COC(=O)C(C)(O)CO, 3.14
[Tm+3].COC(=O)C(C)(O)CO, 3.15
[Yb+3].COC(=O)C(C)(O)CO, 3.21
[Eu+3].CC(CO)(CO)C(O)=O, 2.46
[Tb+3].CC(CO)(CO)C(O)=O, 2.3
[Dy+3].CC(CO)(CO)C(O)=O, 2.27
[Er+3].CC(CO)(CO)C(O)=O, 2.28
[Gd+3].CC(CO)(CO)C(O)=O, 2.37
[Ho+3].CC(CO)(CO)C(O)=O, 2.28
[Lu+3].CC(CO)(CO)C(O)=O, 2.34
[Nd+3].CC(CO)(CO)C(O)=O, 2.37
[Pr+3].CC(CO)(CO)C(O)=O, 2.3
[Sm+3].CC(CO)(CO)C(O)=O, 2.48
[Tm+3].CC(CO)(CO)C(O)=O, 2.31
[Yb+3].CC(CO)(CO)C(O)=O, 2.3
[Ce+3].CC(C)C(N)C(O)=O, 5.42
[Ce+3].CC(C)C(N)C(O)=O, 6.05
[Ce+3].CC(C)C(N)C(O)=O, 6.05
[Gd+3].CC(C)C(N)C(O)=O, 5.1
[Gd+3].CC(C)C(N)C(O)=O, 5.1
[Nd+3].CC(C)C(N)C(O)=O, 5.47
[Nd+3].CC(C)C(N)C(O)=O, 6.52
[Nd+3].CC(C)C(N)C(O)=O, 6.52
[Pr+3].CC(C)C(N)C(O)=O, 5.6
[Pr+3].CC(C)C(N)C(O)=O, 6.28
[Pr+3].CC(C)C(N)C(O)=O, 6.28
[Sm+3].CC(C)C(N)C(O)=O, 5.24
[Sm+3].CC(C)C(N)C(O)=O, 5.24
[Sm+3].CC(C)C(N)C(O)=O, 6.68
[Sm+3].CC(C)C(N)C(O)=O, 6.68
[Ce+3].CC(C)C(N)C(O)=O, 3.96
[Ce+3].CC(C)C(N)C(O)=O, 5.02
[Eu+3].CC(C)C(N)C(O)=O, 3.85
[Tb+3].CC(C)C(N)C(O)=O, 4
[Dy+3].CC(C)C(N)C(O)=O, 4.03
[Er+3].CC(C)C(N)C(O)=O, 4.19
[Gd+3].CC(C)C(N)C(O)=O, 3.96
[Ho+3].CC(C)C(N)C(O)=O, 4.1
[Lu+3].CC(C)C(N)C(O)=O, 4.3
[Nd+3].CC(C)C(N)C(O)=O, 3.88
[Pr+3].CC(C)C(N)C(O)=O, 3.92
[Sm+3].CC(C)C(N)C(O)=O, 3.9
[Yb+3].CC(C)C(N)C(O)=O, 4.3
[Ce+3].CC(C)C(N)C(O)=O, 5.92
[Eu+3].CC(C)C(N)C(O)=O, 6.23
[Tb+3].CC(C)C(N)C(O)=O, 6.5
[Dy+3].CC(C)C(N)C(O)=O, 6.55
[Er+3].CC(C)C(N)C(O)=O, 6.03
[Gd+3].CC(C)C(N)C(O)=O, 6.03
[Nd+3].CC(C)C(N)C(O)=O, 6.37
[Pr+3].CC(C)C(N)C(O)=O, 6.12
[Sm+3].CC(C)C(N)C(O)=O, 6.47
[Ce+3].CSCCC(N)C(O)=O, 4.93
[Gd+3].CSCCC(N)C(O)=O, 4.93
[Gd+3].CSCCC(N)C(O)=O, 4.93
[Nd+3].CSCCC(N)C(O)=O, 5.13
[Pr+3].CSCCC(N)C(O)=O, 4.81
[Sm+3].CSCCC(N)C(O)=O, 5.04
[Sm+3].CSCCC(N)C(O)=O, 5.04
[Ce+3].CSCCC(N)C(O)=O, 4.74
[Nd+3].CSCCC(N)C(O)=O, 5.12
[Pr+3].CSCCC(N)C(O)=O, 4.88
[Sm+3].CSCCC(N)C(O)=O, 5.44
[Nd+3].CC(C)(S)[C@@H](N)C(O)=O, 6.58
[Pr+3].CC(C)(S)[C@@H](N)C(O)=O, 6.48
[Yb+3].CC(C)(S)[C@@H](N)C(O)=O, 6.95
[Ce+3].CC(C)(S)[C@@H](N)C(O)=O, 5.5
[Eu+3].CC(C)(S)[C@@H](N)C(O)=O, 6.06
[Tb+3].CC(C)(S)[C@@H](N)C(O)=O, 6.06
[Dy+3].CC(C)(S)[C@@H](N)C(O)=O, 6.07
[Er+3].CC(C)(S)[C@@H](N)C(O)=O, 5.94
[Gd+3].CC(C)(S)[C@@H](N)C(O)=O, 6.05
[Ho+3].CC(C)(S)[C@@H](N)C(O)=O, 6.06
[Lu+3].CC(C)(S)[C@@H](N)C(O)=O, 5.93
[Nd+3].CC(C)(S)[C@@H](N)C(O)=O, 5.85
[Pr+3].CC(C)(S)[C@@H](N)C(O)=O, 5.47
[Sm+3].CC(C)(S)[C@@H](N)C(O)=O, 6.07
[Tm+3].CC(C)(S)[C@@H](N)C(O)=O, 5.91
[Yb+3].CC(C)(S)[C@@H](N)C(O)=O, 5.92
[Ce+4].OCCCCCO, 0.9
[Eu+3].OCC(O)C(O)C(O)CO, 0.93
[Gd+3].OCC(O)C(O)C(O)CO, 0.76
[Nd+3].OCC(O)C(O)C(O)CO, 0.97
[Sm+3].OCC(O)C(O)C(O)CO, 1
[Ce+3].OC1C(=O)C(=O)C(=O)C1=O, 3.1
[Eu+3].OC1C(=O)C(=O)C(=O)C1=O, 3.17
[Tb+3].OC1C(=O)C(=O)C(=O)C1=O, 2.94
[Dy+3].OC1C(=O)C(=O)C(=O)C1=O, 2.88
[Gd+3].OC1C(=O)C(=O)C(=O)C1=O, 2.98
[Ho+3].OC1C(=O)C(=O)C(=O)C1=O, 2.9
[Lu+3].OC1C(=O)C(=O)C(=O)C1=O, 2.91
[Nd+3].OC1C(=O)C(=O)C(=O)C1=O, 3.23
[Pr+3].OC1C(=O)C(=O)C(=O)C1=O, 3.21
[Sm+3].OC1C(=O)C(=O)C(=O)C1=O, 3.08
[Tm+3].OC1C(=O)C(=O)C(=O)C1=O, 2.91
[Yb+3].OC1C(=O)C(=O)C(=O)C1=O, 2.93
[Eu+3].OC(=O)c1cnccn1, 2.82
[Tb+3].OC(=O)c1cnccn1, 2.77
[Er+3].OC(=O)c1cnccn1, 2.84
[Gd+3].OC(=O)c1cnccn1, 2.5
[Ho+3].OC(=O)c1cnccn1, 2.91
[Lu+3].OC(=O)c1cnccn1, 2.98
[Nd+3].OC(=O)c1cnccn1, 2.77
[Sm+3].OC(=O)c1cnccn1, 2.85
[Er+3].OC(=O)c1sccc1, 1.74
[Gd+3].OC(=O)c1sccc1, 1.92
[Nd+3].OC(=O)c1sccc1, 2.01
[Sm+3].OC(=O)c1sccc1, 2.02
[Er+3].OC(=O)c1occc1, 1.74
[Gd+3].OC(=O)c1occc1, 1.84
[Nd+3].OC(=O)c1occc1, 1.85
[Sm+3].OC(=O)c1occc1, 1.91
[Eu+3].OC(=O)c1cocc1, 1.67
[Tb+3].OC(=O)c1cocc1, 1.6
[Dy+3].OC(=O)c1cocc1, 1.51
[Er+3].OC(=O)c1cocc1, 1.45
[Gd+3].OC(=O)c1cocc1, 1.64
[Ho+3].OC(=O)c1cocc1, 1.5
[Lu+3].OC(=O)c1cocc1, 1.45
[Nd+3].OC(=O)c1cocc1, 1.61
[Pr+3].OC(=O)c1cocc1, 1.59
[Sm+3].OC(=O)c1cocc1, 1.67
[Tm+3].OC(=O)c1cocc1, 1.48
[Yb+3].OC(=O)c1cocc1, 1.47
[Sm+3].OC1=CC=CNC1=O, 8.18
[Ce+3].CC1=CNC(=O)NC1=O, 6.17
[Ce+3].C\C(=C\C(O)=O)C(O)=O, 4.93
[Ce+3].C\C(=C\C(O)=O)C(O)=O, 4.98
[Nd+3].C\C(=C\C(O)=O)C(O)=O, 5.21
[Nd+3].C\C(=C\C(O)=O)C(O)=O, 5.26
[Pr+3].C\C(=C\C(O)=O)C(O)=O, 5.03
[Pr+3].C\C(=C\C(O)=O)C(O)=O, 5.08
[Sm+3].C\C(=C\C(O)=O)C(O)=O, 5.34
[Sm+3].C\C(=C\C(O)=O)C(O)=O, 5.4
[Ce+3].C\C(=C\C(O)=O)C(O)=O, 3.82
[Ce+3].C\C(=C\C(O)=O)C(O)=O, 3.81
[Eu+3].C\C(=C\C(O)=O)C(O)=O, 3.99
[Tb+3].C\C(=C\C(O)=O)C(O)=O, 3.98
[Dy+3].C\C(=C\C(O)=O)C(O)=O, 3.93
[Er+3].C\C(=C\C(O)=O)C(O)=O, 3.89
[Gd+3].C\C(=C\C(O)=O)C(O)=O, 4
[Ho+3].C\C(=C\C(O)=O)C(O)=O, 3.91
[Lu+3].C\C(=C\C(O)=O)C(O)=O, 3.96
[Nd+3].C\C(=C\C(O)=O)C(O)=O, 3.88
[Pr+3].C\C(=C\C(O)=O)C(O)=O, 3.87
[Sm+3].C\C(=C\C(O)=O)C(O)=O, 3.96
[Tm+3].C\C(=C\C(O)=O)C(O)=O, 3.91
[Yb+3].C\C(=C\C(O)=O)C(O)=O, 3.94
[Ce+3].OC(=O)CC(=C)C(O)=O, 3.94
[Ce+3].OC(=O)CC(=C)C(O)=O, 3.98
[Er+3].OC(=O)CC(=C)C(O)=O, 2.27
[Gd+3].OC(=O)CC(=C)C(O)=O, 2.18
[Nd+3].OC(=O)CC(=C)C(O)=O, 2
[Nd+3].OC(=O)CC(=C)C(O)=O, 4.34
[Nd+3].OC(=O)CC(=C)C(O)=O, 4.38
[Pr+3].OC(=O)CC(=C)C(O)=O, 4.09
[Pr+3].OC(=O)CC(=C)C(O)=O, 4.14
[Sm+3].OC(=O)CC(=C)C(O)=O, 2.07
[Sm+3].OC(=O)CC(=C)C(O)=O, 4.47
[Sm+3].OC(=O)CC(=C)C(O)=O, 4.52
[Ce+3].OC(=O)CC(=C)C(O)=O, 3.5
[Ce+3].OC(=O)CC(=C)C(O)=O, 2.78
[Eu+3].OC(=O)CC(=C)C(O)=O, 3.33
[Tb+3].OC(=O)CC(=C)C(O)=O, 3.05
[Dy+3].OC(=O)CC(=C)C(O)=O, 2.9
[Er+3].OC(=O)CC(=C)C(O)=O, 3.18
[Gd+3].OC(=O)CC(=C)C(O)=O, 3.06
[Ho+3].OC(=O)CC(=C)C(O)=O, 2.66
[Lu+3].OC(=O)CC(=C)C(O)=O, 2.8
[Nd+3].OC(=O)CC(=C)C(O)=O, 2.95
[Pr+3].OC(=O)CC(=C)C(O)=O, 3.02
[Sm+3].OC(=O)CC(=C)C(O)=O, 3.1
[Tm+3].OC(=O)CC(=C)C(O)=O, 2.45
[Yb+3].OC(=O)CC(=C)C(O)=O, 2.62
[Ce+3].OC(=O)CC(=C)C(O)=O, 3.2
[Eu+3].OC(=O)CC(=C)C(O)=O, 3.52
[Tb+3].OC(=O)CC(=C)C(O)=O, 3.46
[Dy+3].OC(=O)CC(=C)C(O)=O, 3.41
[Er+3].OC(=O)CC(=C)C(O)=O, 3.35
[Gd+3].OC(=O)CC(=C)C(O)=O, 3.5
[Ho+3].OC(=O)CC(=C)C(O)=O, 3.36
[Lu+3].OC(=O)CC(=C)C(O)=O, 3.35
[Nd+3].OC(=O)CC(=C)C(O)=O, 3.43
[Pr+3].OC(=O)CC(=C)C(O)=O, 3.33
[Sm+3].OC(=O)CC(=C)C(O)=O, 3.51
[Tm+3].OC(=O)CC(=C)C(O)=O, 3.32
[Yb+3].OC(=O)CC(=C)C(O)=O, 3.33
[Ce+3].C\C(=C/C(O)=O)C(O)=O, 2.58
[Eu+3].C\C(=C/C(O)=O)C(O)=O, 2.71
[Tb+3].C\C(=C/C(O)=O)C(O)=O, 2.59
[Dy+3].C\C(=C/C(O)=O)C(O)=O, 2.53
[Er+3].C\C(=C/C(O)=O)C(O)=O, 2.5
[Gd+3].C\C(=C/C(O)=O)C(O)=O, 2.67
[Ho+3].C\C(=C/C(O)=O)C(O)=O, 2.54
[Lu+3].C\C(=C/C(O)=O)C(O)=O, 2.63
[Nd+3].C\C(=C/C(O)=O)C(O)=O, 2.71
[Pr+3].C\C(=C/C(O)=O)C(O)=O, 2.64
[Sm+3].C\C(=C/C(O)=O)C(O)=O, 2.79
[Tm+3].C\C(=C/C(O)=O)C(O)=O, 2.54
[Yb+3].C\C(=C/C(O)=O)C(O)=O, 2.59
[Eu+3].CC(=O)CC(C)=O, 5.41
[Dy+3].CC(=O)CC(C)=O, 5.74
[Er+3].CC(=O)CC(C)=O, 5.7
[Gd+3].CC(=O)CC(C)=O, 5.42
[Lu+3].CC(=O)CC(C)=O, 5.98
[Pr+3].CC(=O)CC(C)=O, 5.01
[Sm+3].CC(=O)CC(C)=O, 5.32
[Tm+3].CC(=O)CC(C)=O, 6.03
[Eu+3].CC(=O)CC(C)=O, 5.76
[Tb+3].CC(=O)CC(C)=O, 5.79
[Er+3].CC(=O)CC(C)=O, 5.91
[Gd+3].CC(=O)CC(C)=O, 5.73
[Ho+3].CC(=O)CC(C)=O, 5.95
[Lu+3].CC(=O)CC(C)=O, 6.04
[Nd+3].CC(=O)CC(C)=O, 5.38
[Pr+3].CC(=O)CC(C)=O, 5.22
[Sm+3].CC(=O)CC(C)=O, 5.87
[Yb+3].CC(=O)CC(C)=O, 6.05
[Ce+3].CCC(C(O)=O)C(O)=O, 4.11
[Eu+3].CCC(C(O)=O)C(O)=O, 4.65
[Tb+3].CCC(C(O)=O)C(O)=O, 4.87
[Dy+3].CCC(C(O)=O)C(O)=O, 4.83
[Er+3].CCC(C(O)=O)C(O)=O, 4.41
[Gd+3].CCC(C(O)=O)C(O)=O, 4.49
[Ho+3].CCC(C(O)=O)C(O)=O, 5.36
[Lu+3].CCC(C(O)=O)C(O)=O, 4.47
[Nd+3].CCC(C(O)=O)C(O)=O, 3.01
[Pr+3].CCC(C(O)=O)C(O)=O, 3.86
[Sm+3].CCC(C(O)=O)C(O)=O, 4.1
[Tm+3].CCC(C(O)=O)C(O)=O, 4.51
[Yb+3].CCC(C(O)=O)C(O)=O, 4.37
[Eu+3].CC(CC(O)=O)C(O)=O, 3.37
[Tb+3].CC(CC(O)=O)C(O)=O, 3.22
[Dy+3].CC(CC(O)=O)C(O)=O, 3.17
[Er+3].CC(CC(O)=O)C(O)=O, 3.08
[Gd+3].CC(CC(O)=O)C(O)=O, 3.33
[Ho+3].CC(CC(O)=O)C(O)=O, 3.08
[Lu+3].CC(CC(O)=O)C(O)=O, 3.07
[Nd+3].CC(CC(O)=O)C(O)=O, 3.26
[Pr+3].CC(CC(O)=O)C(O)=O, 3.21
[Sm+3].CC(CC(O)=O)C(O)=O, 3.41
[Tm+3].CC(CC(O)=O)C(O)=O, 3.08
[Yb+3].CC(CC(O)=O)C(O)=O, 3.07
[Ce+3].OC(=O)CCCC(O)=O, 3.81
[Ce+3].OC(=O)CCCC(O)=O, 3.85
[Ce+3].OC(=O)CCCC(O)=O, 3.81
[Eu+3].OC(=O)CCCC(O)=O, 2.66
[Dy+3].OC(=O)CCCC(O)=O, 3.13
[Er+3].OC(=O)CCCC(O)=O, 3.09
[Gd+3].OC(=O)CCCC(O)=O, 3.19
[Gd+3].OC(=O)CCCC(O)=O, 3.19
[Lu+3].OC(=O)CCCC(O)=O, 3.16
[Nd+3].OC(=O)CCCC(O)=O, 4.05
[Nd+3].OC(=O)CCCC(O)=O, 4.05
[Nd+3].OC(=O)CCCC(O)=O, 4.05
[Pr+3].OC(=O)CCCC(O)=O, 3.17
[Pr+3].OC(=O)CCCC(O)=O, 4.02
[Pr+3].OC(=O)CCCC(O)=O, 4.06
[Pr+3].OC(=O)CCCC(O)=O, 4.02
[Sm+3].OC(=O)CCCC(O)=O, 3.24
[Sm+3].OC(=O)CCCC(O)=O, 4.26
[Sm+3].OC(=O)CCCC(O)=O, 4.3
[Sm+3].OC(=O)CCCC(O)=O, 4.2
[Ce+3].OC(=O)C1CCCN1, 4.87
[Eu+3].OC(=O)C1CCCN1, 0.3
[Dy+3].OC(=O)C1CCCN1, 5.77
[Gd+3].OC(=O)C1CCCN1, 5.58
[Nd+3].OC(=O)C1CCCN1, 5.32
[Pr+3].OC(=O)C1CCCN1, 5.22
[Ce+3].OC(=O)C1CCCN1, 6
[Ce+3].OC1CNC(C1)C(O)=O, 4.9
[Ho+3].NC(CCC(O)=O)C(O)=O, 4.57
[Nd+3].NC(CCC(O)=O)C(O)=O, 5.3
[Pr+3].NC(CCC(O)=O)C(O)=O, 4
[Eu+3].CN(CC(O)=O)CC(O)=O, 6.66
[Tb+3].CN(CC(O)=O)CC(O)=O, 6.99
[Dy+3].CN(CC(O)=O)CC(O)=O, 7
[Er+3].CN(CC(O)=O)CC(O)=O, 7.27
[Gd+3].CN(CC(O)=O)CC(O)=O, 6.68
[Ho+3].CN(CC(O)=O)CC(O)=O, 7.18
[Lu+3].CN(CC(O)=O)CC(O)=O, 7.34
[Nd+3].CN(CC(O)=O)CC(O)=O, 6.68
[Pr+3].CN(CC(O)=O)CC(O)=O, 6.47
[Sm+3].CN(CC(O)=O)CC(O)=O, 6.67
[Tm+3].CN(CC(O)=O)CC(O)=O, 7.35
[Yb+3].CN(CC(O)=O)CC(O)=O, 7.42
[Sm+3].CN(CC(O)=O)CC(O)=O, 7.05
[Ce+3].NC(=O)C[NH+](CC([O-])=O)CC([O-])=O, 6.77
[Ce+3].NC(=O)C[NH+](CC([O-])=O)CC([O-])=O, 6.76
[Ce+3].NC(=O)C[NH+](CC([O-])=O)CC([O-])=O, 6.08
[Ce+3].NC(=O)C[NH+](CC([O-])=O)CC([O-])=O, 6.85
[Ce+3].OC(=O)C1(O)CCCC1, 2.51
[Eu+3].OC(=O)C1(O)CCCC1, 2.8
[Tb+3].OC(=O)C1(O)CCCC1, 2.9
[Dy+3].OC(=O)C1(O)CCCC1, 2.98
[Er+3].OC(=O)C1(O)CCCC1, 3.07
[Gd+3].OC(=O)C1(O)CCCC1, 2.84
[Ho+3].OC(=O)C1(O)CCCC1, 3.02
[Lu+3].OC(=O)C1(O)CCCC1, 3.22
[Nd+3].OC(=O)C1(O)CCCC1, 2.67
[Pr+3].OC(=O)C1(O)CCCC1, 2.6
[Sm+3].OC(=O)C1(O)CCCC1, 2.79
[Tm+3].OC(=O)C1(O)CCCC1, 3.11
[Yb+3].OC(=O)C1(O)CCCC1, 3.18
[Pm+3].OC(=O)C1(O)CCCC1, 2.73
[Eu+3].OC(=O)CCCCC(O)=O, 2.59
[Dy+3].OC(=O)CCCCC(O)=O, 3.04
[Er+3].OC(=O)CCCCC(O)=O, 3.05
[Gd+3].OC(=O)CCCCC(O)=O, 3.09
[Gd+3].OC(=O)CCCCC(O)=O, 3.09
[Lu+3].OC(=O)CCCCC(O)=O, 3.09
[Pr+3].OC(=O)CCCCC(O)=O, 3.09
[Sm+3].OC(=O)CCCCC(O)=O, 3.19
[Dy+3].[O-]C(=O)CSCCSCC([O-])=O, 2.09
[Er+3].[O-]C(=O)CSCCSCC([O-])=O, 2.01
[Sm+3].[O-]C(=O)CSCCSCC([O-])=O, 2.32
[Ce+3].OC(=O)COCCOCC(O)=O, 4.38
[Ce+3].OC(=O)COCCOCC(O)=O, 4.64
[Eu+3].OC(=O)COCCOCC(O)=O, 5.18
[Eu+3].OC(=O)COCCOCC(O)=O, 4.94
[Tb+3].OC(=O)COCCOCC(O)=O, 4.77
[Tb+3].OC(=O)COCCOCC(O)=O, 4.75
[Dy+3].OC(=O)COCCOCC(O)=O, 4.54
[Dy+3].OC(=O)COCCOCC(O)=O, 4.67
[Er+3].OC(=O)COCCOCC(O)=O, 4.53
[Er+3].OC(=O)COCCOCC(O)=O, 4.61
[Gd+3].OC(=O)COCCOCC(O)=O, 4.84
[Gd+3].OC(=O)COCCOCC(O)=O, 4.89
[Ho+3].OC(=O)COCCOCC(O)=O, 4.51
[Lu+3].OC(=O)COCCOCC(O)=O, 4.84
[Nd+3].OC(=O)COCCOCC(O)=O, 5.1
[Nd+3].OC(=O)COCCOCC(O)=O, 4.92
[Pr+3].OC(=O)COCCOCC(O)=O, 4.89
[Pr+3].OC(=O)COCCOCC(O)=O, 4.81
[Sm+3].OC(=O)COCCOCC(O)=O, 5.07
[Sm+3].OC(=O)COCCOCC(O)=O, 5.07
[Tm+3].OC(=O)COCCOCC(O)=O, 4.69
[Tm+3].OC(=O)COCCOCC(O)=O, 4.64
[Yb+3].OC(=O)COCCOCC(O)=O, 4.83
[Eu+3].O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O, 1.6
[Ce+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.45
[Eu+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.6
[Tb+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.54
[Dy+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.57
[Er+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.64
[Gd+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.51
[Ho+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.6
[Lu+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.68
[Nd+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.53
[Pr+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.49
[Sm+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.56
[Yb+3].OC(C(O)C(O)C(O)=O)C(O)C(O)=O, 4.67
[Eu+3].NCC(=O)NCC(=O)NCC(O)=O, 2.55
[Gd+3].NCC(=O)NCC(=O)NCC(O)=O, 2.2
[Ho+3].NCC(=O)NCC(=O)NCC(O)=O, 2.35
[Nd+3].NCC(=O)NCC(=O)NCC(O)=O, 2.15
[Yb+3].NCC(=O)NCC(=O)NCC(O)=O, 2.5
[Eu+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 8.99
[Dy+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 8.88
[Lu+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.4
[Nd+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 8.12
[Tm+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.03
[Ce+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 8.46
[Eu+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.1
[Tb+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.08
[Dy+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.08
[Er+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.24
[Gd+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.01
[Ho+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.18
[Lu+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.5
[Nd+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 8.8
[Pr+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 8.64
[Sm+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.1
[Tm+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.35
[Yb+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 9.38
[Ce+3].[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O, 8.5
[Eu+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 9.78
[Tb+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.26
[Er+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.51
[Gd+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.25
[Nd+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 7.98
[Sm+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.26
[Ce+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 7.48
[Eu+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.38
[Tb+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.18
[Dy+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.31
[Er+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.59
[Gd+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.13
[Ho+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.42
[Lu+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 9.09
[Nd+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.3
[Nd+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.06
[Nd+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 7.89
[Pr+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 7.84
[Sm+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.28
[Yb+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.93
[Ce+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 7.48
[Eu+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.38
[Dy+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.31
[Er+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.59
[Gd+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.13
[Ho+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.42
[Lu+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 9.09
[Nd+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.06
[Pr+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 7.84
[Sm+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.28
[Tm+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.75
[Yb+3].[Na+].[Na+].[O-]C(=O)CNCCNCC([O-])=O, 8.93
[Tb+3].CCC(O)(CC)C([O-])=O, 3.01
[Er+3].CCC(O)(CC)C([O-])=O, 3.11
[Gd+3].CCC(O)(CC)C([O-])=O, 2.71
[Ho+3].CCC(O)(CC)C([O-])=O, 3.11
[Nd+3].CCC(O)(CC)C([O-])=O, 2.28
[Pr+3].CCC(O)(CC)C([O-])=O, 2.31
[Yb+3].CCC(O)(CC)C([O-])=O, 3.1
[Yb+3].CCC(O)(CC)C([O-])=O, 3.13
[Ce+3].CC(C)(CO)[C@@H](O)C(O)=O, 3.08
[Eu+3].CC(C)(CO)[C@@H](O)C(O)=O, 3.49
